Expr Log Ratio,Expr False Discovery Rate (q-value),ID,Flags,Symbol,Entrez Gene Name,Location,Type(s),Drug(s)
0.394,0.327,Ptprm, ,PTPRM,"protein tyrosine phosphatase, receptor type M",Plasma Membrane,phosphatase, 
-1.095,0.0476,Ptprn, ,PTPRN,"protein tyrosine phosphatase, receptor type N",Plasma Membrane,phosphatase, 
-0.005,0.996,Ptprn2, ,PTPRN2,"protein tyrosine phosphatase, receptor type N2",Plasma Membrane,phosphatase, 
0.449,0.143,Ptpro, ,PTPRO,"protein tyrosine phosphatase, receptor type O",Plasma Membrane,phosphatase, 
0.982, ,Ptprq, ,PTPRQ,"protein tyrosine phosphatase, receptor type Q",Extracellular Space,other, 
0.048,0.953,Ptprr, ,PTPRR,"protein tyrosine phosphatase, receptor type R",Plasma Membrane,phosphatase, 
0.197,0.692,Ptprs, ,PTPRS,"protein tyrosine phosphatase, receptor type S",Plasma Membrane,phosphatase, 
1.137,0.00231,Ptprt, ,PTPRT,"protein tyrosine phosphatase, receptor type T",Plasma Membrane,phosphatase, 
-0.226,0.927,Ptpru, ,PTPRU,"protein tyrosine phosphatase, receptor type U",Plasma Membrane,phosphatase, 
 , ,Ptprv, ,Ptprv,"protein tyrosine phosphatase, receptor type, V",Other,other, 
0.398, ,Ptprz1, ,PTPRZ1,"protein tyrosine phosphatase, receptor type Z1",Plasma Membrane,phosphatase, 
0.39,0.425,Ptrh1, ,PTRH1,peptidyl-tRNA hydrolase 1 homolog,Cytoplasm,enzyme, 
-0.023,0.977,Ptrh2, ,PTRH2,peptidyl-tRNA hydrolase 2,Cytoplasm,enzyme, 
-0.158,0.71,Pts, ,PTS,6-pyruvoyltetrahydropterin synthase,Cytoplasm,enzyme, 
0.321,0.303,Pttg1, ,PTTG1,pituitary tumor-transforming 1,Nucleus,transcription regulator, 
-0.048,0.942,Pttg1ip, ,PTTG1IP,PTTG1 interacting protein,Nucleus,other, 
 , ,Ptx3, ,PTX3,pentraxin 3,Extracellular Space,other, 
 , ,Ptx4, ,PTX4,pentraxin 4,Other,other, 
0.05,0.928,Puf60, ,PUF60,poly(U) binding splicing factor 60,Nucleus,other, 
0.069,0.871,Pum1, ,PUM1,pumilio RNA binding family member 1,Cytoplasm,other, 
0.008,0.988,Pum2, ,PUM2,pumilio RNA binding family member 2,Cytoplasm,other, 
-0.086,0.829,Pura, ,PURA,purine rich element binding protein A,Nucleus,transcription regulator, 
0.022,0.972,Purb, ,PURB,purine rich element binding protein B,Nucleus,transcription regulator, 
0.003,0.998,Purg, ,PURG,purine rich element binding protein G,Other,other, 
0.018,0.979,Pus1, ,PUS1,pseudouridylate synthase 1,Nucleus,enzyme, 
0.105,0.876,Pus10, ,PUS10,pseudouridylate synthase 10,Other,other, 
-0.162,0.976,Pus3, ,PUS3,pseudouridylate synthase 3,Nucleus,enzyme, 
0.011,0.99,Pus7, ,PUS7,pseudouridylate synthase 7 (putative),Other,other, 
-0.069,0.96,Pus7l, ,PUS7L,pseudouridylate synthase 7 like,Other,other, 
-0.003,0.997,Pusl1, ,PUSL1,pseudouridylate synthase-like 1,Other,enzyme, 
0.459, ,Pvalb, ,PVALB,parvalbumin,Cytoplasm,other, 
0.153,0.786,Pvr, ,Pvr,poliovirus receptor,Plasma Membrane,other, 
0.028,0.975,Pwp1, ,PWP1,"PWP1 homolog, endonuclein",Nucleus,other, 
-0.015,0.986,Pwp2, ,Pwp2,PWP2 periodic tryptophan protein homolog (yeast),Nucleus,other, 
0.067,0.947,Pwwp2a, ,PWWP2A,PWWP domain containing 2A,Nucleus,other, 
-0.018,0.985,Pwwp2b, ,PWWP2B,PWWP domain containing 2B,Nucleus,other, 
1.012,5.73E-08,Pxdn, ,PXDN,peroxidasin,Extracellular Space,enzyme, 
0.019,0.98,Pxk, ,PXK,PX domain containing serine/threonine kinase like,Cytoplasm,kinase, 
0.047,0.967,Pxmp2, ,PXMP2,peroxisomal membrane protein 2,Cytoplasm,transporter, 
0.264,0.398,Pxmp4, ,PXMP4,peroxisomal membrane protein 4,Cytoplasm,other, 
0.127,0.712,Pxn, ,PXN,paxillin,Cytoplasm,other, 
 , ,Pxt1, ,Pxt1,"peroxisomal, testis specific 1",Cytoplasm,other, 
0.04,0.967,Pycard, ,PYCARD,PYD and CARD domain containing,Cytoplasm,transcription regulator, 
0.034,0.979,Pycr1, ,PYCR1,pyrroline-5-carboxylate reductase 1,Cytoplasm,enzyme, 
-0.118,0.885,Pycr2, ,PYCR2,pyrroline-5-carboxylate reductase 2,Cytoplasm,enzyme, 
-0.061,0.93,Pycrl, ,PYCR3,pyrroline-5-carboxylate reductase 3,Cytoplasm,enzyme, 
-0.08,0.906,Pygb, ,PYGB,glycogen phosphorylase B,Cytoplasm,enzyme, 
-0.382,0.572,Pygl, ,PYGL,glycogen phosphorylase L,Cytoplasm,enzyme, 
-0.755,0.538,Pygm, ,PYGM,"glycogen phosphorylase, muscle associated",Cytoplasm,enzyme, 
-2.276, ,Pygo1, ,PYGO1,pygopus family PHD finger 1,Nucleus,other, 
0.012,0.986,Pygo2, ,PYGO2,pygopus family PHD finger 2,Nucleus,other, 
-0.073,0.908,Pyroxd1, ,PYROXD1,pyridine nucleotide-disulphide oxidoreductase domain 1,Nucleus,other, 
0.808,0.000000503,Pyroxd2, ,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2,Other,other, 
-0.601,0.612,Pyy, ,PYY,peptide YY,Extracellular Space,other, 
-0.216,0.95,Pzp, ,Pzp,"PZP, alpha-2-macroglobulin like",Extracellular Space,other, 
0.129,0.439,Qars, ,Qars,glutaminyl-tRNA synthetase,Cytoplasm,enzyme, 
0.109,0.868,Qdpr, ,QDPR,quinoid dihydropteridine reductase,Cytoplasm,enzyme, 
0.24,0.9,Qk, ,QKI,"QKI, KH domain containing RNA binding",Nucleus,other, 
0.896,0.778,Qpct, ,QPCT,glutaminyl-peptide cyclotransferase,Cytoplasm,enzyme, 
0.212,0.771,Qpctl, ,QPCTL,glutaminyl-peptide cyclotransferase like,Cytoplasm,enzyme, 
-0.814,0.885,Qprt, ,QPRT,quinolinate phosphoribosyltransferase,Cytoplasm,enzyme,"atorvastatin/niacin, nicotinic acid/pioglitazone, nicotinic acid, lovastatin/niacin"
-0.408,0.714,Qrfp, ,QRFP,pyroglutamylated RFamide peptide,Extracellular Space,other, 
 , ,Qrfpr, ,QRFPR,pyroglutamylated RFamide peptide receptor,Plasma Membrane,G-protein coupled receptor, 
-0.049,0.915,Qrich1, ,QRICH1,glutamine rich 1,Nucleus,other, 
0.084,0.977,Qrich2, ,QRICH2,glutamine rich 2,Extracellular Space,other, 
-0.086,0.866,Qrsl1, ,QRSL1,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,Cytoplasm,enzyme, 
-0.22,0.265,Qser1, ,QSER1,glutamine and serine rich 1,Other,other, 
0.034,0.974,Qsox1, ,QSOX1,quiescin sulfhydryl oxidase 1,Cytoplasm,enzyme, 
-0.026,0.971,Qsox2, ,QSOX2,quiescin sulfhydryl oxidase 2,Other,enzyme, 
0.082,0.902,Qtrt1, ,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,Cytoplasm,enzyme, 
0.243,0.291,R3hcc1, ,R3hcc1,R3H domain and coiled-coil containing 1,Other,other, 
-0.087,0.893,R3hdm1, ,R3HDM1,R3H domain containing 1,Other,other, 
-0.085,0.917,R3hdm2, ,R3HDM2,R3H domain containing 2,Nucleus,other, 
-0.029,0.991,R3hdml, ,R3HDML,R3H domain containing like,Other,other, 
0.076,0.85,Rab10, ,RAB10,"RAB10, member RAS oncogene family",Cytoplasm,enzyme, 
-0.038,0.949,Rab11a, ,RAB11A,"RAB11A, member RAS oncogene family",Cytoplasm,enzyme, 
0.231,0.656,Rab11b, ,RAB11B,"RAB11B, member RAS oncogene family",Cytoplasm,enzyme, 
0.132,0.603,Rab11fip1, ,RAB11FIP1,RAB11 family interacting protein 1,Cytoplasm,other, 
-0.22,0.704,Rab11fip2, ,RAB11FIP2,RAB11 family interacting protein 2,Cytoplasm,other, 
-0.058,0.964,Rab11fip3, ,RAB11FIP3,RAB11 family interacting protein 3,Cytoplasm,other, 
-0.072,0.955,Rab11fip4, ,RAB11FIP4,RAB11 family interacting protein 4,Cytoplasm,other, 
-0.446,0.803,Rab11fip5, ,RAB11FIP5,RAB11 family interacting protein 5,Cytoplasm,other, 
-0.143,0.823,Rab12, ,RAB12,"RAB12, member RAS oncogene family",Cytoplasm,enzyme, 
0.082,0.96,Rab13, ,RAB13,"RAB13, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.057,0.905,Rab14, ,RAB14,"RAB14, member RAS oncogene family",Cytoplasm,enzyme, 
0.154,0.813,Rab15, ,Rab15,"RAB15, member RAS oncogene family",Cytoplasm,enzyme, 
-0.084,0.892,Rab17, ,RAB17,"RAB17, member RAS oncogene family",Cytoplasm,enzyme, 
0.045,0.949,Rab18, ,RAB18,"RAB18, member RAS oncogene family",Cytoplasm,enzyme, 
0.029,0.983,Rab19, ,RAB19,"RAB19, member RAS oncogene family",Cytoplasm,enzyme, 
0.141,0.662,Rab1b, ,RAB1B,"RAB1B, member RAS oncogene family",Cytoplasm,other, 
-0.236,0.73,Rab20, ,RAB20,"RAB20, member RAS oncogene family",Cytoplasm,enzyme, 
-0.022,0.976,Rab21, ,RAB21,"RAB21, member RAS oncogene family",Cytoplasm,enzyme, 
0.065,0.906,Rab22a, ,RAB22A,"RAB22A, member RAS oncogene family",Cytoplasm,enzyme, 
0.056,0.967,Rab23, ,RAB23,"RAB23, member RAS oncogene family",Cytoplasm,enzyme, 
0.017,0.976,Rab24, ,RAB24,"RAB24, member RAS oncogene family",Cytoplasm,other, 
0.407,0.0677,Rab25, ,RAB25,"RAB25, member RAS oncogene family",Cytoplasm,enzyme, 
0.007,0.996,Rab26, ,RAB26,"RAB26, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.119,0.823,Rab27a, ,RAB27A,"RAB27A, member RAS oncogene family",Cytoplasm,enzyme, 
-0.188,0.615,Rab27b, ,RAB27B,"RAB27B, member RAS oncogene family",Cytoplasm,enzyme, 
-0.008,0.994,Rab28, ,RAB28,"RAB28, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.02,0.98,Rab2a, ,RAB2A,"RAB2A, member RAS oncogene family",Cytoplasm,enzyme, 
0.125,0.931,Rab2b, ,RAB2B,"RAB2B, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.276,0.856,Rab30, ,RAB30,"RAB30, member RAS oncogene family",Cytoplasm,enzyme, 
-0.008,0.996,Rab31, ,RAB31,"RAB31, member RAS oncogene family",Cytoplasm,enzyme, 
-0.132,0.875,Rab32, ,RAB32,"RAB32, member RAS oncogene family",Cytoplasm,enzyme, 
0.753,0.908,Rab33a, ,RAB33A,"RAB33A, member RAS oncogene family",Cytoplasm,enzyme, 
-0.019,0.982,Rab33b, ,RAB33B,"RAB33B, member RAS oncogene family",Cytoplasm,enzyme, 
-0.461,0.937,Rab34, ,RAB34,"RAB34, member RAS oncogene family",Cytoplasm,enzyme, 
0.113,0.701,Rab35, ,RAB35,"RAB35, member RAS oncogene family",Cytoplasm,enzyme, 
-0.402,0.879,Rab36, ,RAB36,"RAB36, member RAS oncogene family",Cytoplasm,enzyme, 
0.073,0.981,Rab37, ,RAB37,"RAB37, member RAS oncogene family",Cytoplasm,enzyme, 
-0.984, ,Rab38, ,RAB38,"RAB38, member RAS oncogene family",Cytoplasm,enzyme, 
1.33,0.714,Rab39, ,RAB39A,"RAB39A, member RAS oncogene family",Cytoplasm,enzyme, 
-1.305,0.186,Rab39b, ,RAB39B,"RAB39B, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.256,0.609,Rab3a, ,RAB3A,"RAB3A, member RAS oncogene family",Cytoplasm,enzyme, 
-0.761,0.69,Rab3b, ,RAB3B,"RAB3B, member RAS oncogene family",Cytoplasm,enzyme, 
-0.202,0.803,Rab3c, ,RAB3C,"RAB3C, member RAS oncogene family",Cytoplasm,enzyme, 
0.152,0.777,Rab3d, ,RAB3D,"RAB3D, member RAS oncogene family",Cytoplasm,enzyme, 
-0.09,0.78,Rab3gap1, ,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1,Cytoplasm,other, 
-0.18,0.246,Rab3gap2, ,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,Cytoplasm,enzyme, 
0.55,0.908,Rab3il1, ,RAB3IL1,RAB3A interacting protein like 1,Cytoplasm,other, 
0.033,0.952,Rab3ip, ,RAB3IP,RAB3A interacting protein,Cytoplasm,other, 
0.123,0.979,Rab40b, ,RAB40B,"RAB40B, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.15,0.727,Rab40c, ,RAB40C,"RAB40C, member RAS oncogene family",Plasma Membrane,enzyme, 
0.088,0.926,Rab43, ,RAB43,"RAB43, member RAS oncogene family",Cytoplasm,enzyme, 
0.423,0.952,Rab44, ,RAB44,"RAB44, member RAS oncogene family",Cytoplasm,other, 
0.079,0.908,Rab4a, ,RAB4A,"RAB4A, member RAS oncogene family",Cytoplasm,enzyme, 
0.221,0.894,Rab4b, ,RAB4B,"RAB4B, member RAS oncogene family",Plasma Membrane,enzyme, 
0.087,0.888,Rab5a, ,RAB5A,"RAB5A, member RAS oncogene family",Cytoplasm,enzyme, 
0.063,0.911,Rab5b, ,RAB5B,"RAB5B, member RAS oncogene family",Cytoplasm,enzyme, 
0.164,0.563,Rab5c, ,RAB5C,"RAB5C, member RAS oncogene family",Cytoplasm,enzyme, 
0.118,0.975,Rab6b, ,RAB6B,"RAB6B, member RAS oncogene family",Cytoplasm,enzyme, 
0.357,0.192,Rab7, ,RAB7A,"RAB7A, member RAS oncogene family",Cytoplasm,enzyme, 
0.067,0.926,Rab8a, ,RAB8A,"RAB8A, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.145,0.885,Rab8b, ,RAB8B,"RAB8B, member RAS oncogene family",Cytoplasm,enzyme, 
0.167,0.739,Rab9, ,RAB9A,"RAB9A, member RAS oncogene family",Cytoplasm,enzyme, 
-0.188, ,Rab9b, ,RAB9B,"RAB9B, member RAS oncogene family",Plasma Membrane,enzyme, 
-0.005,0.996,Rabac1, ,RABAC1,Rab acceptor 1,Cytoplasm,other, 
-0.164,0.51,Rabep1, ,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",Cytoplasm,transporter, 
-0.037,0.966,Rabep2, ,RABEP2,"rabaptin, RAB GTPase binding effector protein 2",Cytoplasm,other, 
0.024,0.98,Rabepk, ,RABEPK,Rab9 effector protein with kelch motifs,Cytoplasm,other, 
0.024,0.973,Rabgap1, ,RABGAP1,RAB GTPase activating protein 1,Cytoplasm,other, 
0.021,0.973,Rabgap1l, ,RABGAP1L,RAB GTPase activating protein 1 like,Cytoplasm,other, 
0.003,0.996,Rabgef1, ,RABGEF1,RAB guanine nucleotide exchange factor 1,Cytoplasm,enzyme, 
0.047,0.948,Rabggta, ,RABGGTA,Rab geranylgeranyltransferase alpha subunit,Extracellular Space,enzyme, 
-0.106,0.739,Rabggtb, ,RABGGTB,Rab geranylgeranyltransferase beta subunit,Cytoplasm,enzyme, 
0.188,0.33,Rabif, ,RABIF,RAB interacting factor,Other,transporter, 
0.078,0.965,Rabl2, ,RABL2A,"RAB, member of RAS oncogene family like 2A",Cytoplasm,enzyme, 
-0.225,0.349,Rabl3, ,RABL3,"RAB, member of RAS oncogene family like 3",Other,enzyme, 
0.221,0.165,Rac1, ,RAC1,Rac family small GTPase 1,Plasma Membrane,enzyme, 
0.774,0.0231,Rac2, ,RAC2,Rac family small GTPase 2,Cytoplasm,enzyme, 
-0.05,0.976,Rac3, ,RAC3,Rac family small GTPase 3,Cytoplasm,enzyme, 
0.001,0.998,Racgap1, ,RACGAP1,Rac GTPase activating protein 1,Cytoplasm,transporter, 
-0.05,0.955,Rad1, ,RAD1,RAD1 checkpoint DNA exonuclease,Nucleus,enzyme, 
-0.011,0.99,Rad17, ,RAD17,RAD17 checkpoint clamp loader component,Nucleus,enzyme, 
0.128,0.783,Rad18, ,RAD18,"RAD18, E3 ubiquitin protein ligase",Nucleus,other, 
0.087,0.801,Rad21, ,RAD21,RAD21 cohesin complex component,Nucleus,transcription regulator, 
-2.209,0.00184,Rad21l, ,RAD21L1,RAD21 cohesin complex component like 1,Nucleus,other, 
0.04,0.947,Rad23a, ,RAD23A,"RAD23 homolog A, nucleotide excision repair protein",Nucleus,other, 
0.116,0.805,Rad23b, ,RAD23B,"RAD23 homolog B, nucleotide excision repair protein",Nucleus,other, 
0.044,0.943,Rad50, ,RAD50,RAD50 double strand break repair protein,Nucleus,enzyme, 
0.13,0.832,Rad51, ,RAD51,RAD51 recombinase,Nucleus,enzyme, 
-0.073,0.926,Rad51ap1, ,RAD51AP1,RAD51 associated protein 1,Nucleus,other, 
-0.105, ,Rad51ap2, ,RAD51AP2,RAD51 associated protein 2,Other,other, 
-0.033,0.983,Rad51c, ,RAD51C,RAD51 paralog C,Nucleus,enzyme, 
-0.107,0.858,Rad52, ,RAD52,"RAD52 homolog, DNA repair protein",Nucleus,other, 
-0.149,0.752,Rad54b, ,RAD54B,RAD54 homolog B (S. cerevisiae),Nucleus,enzyme, 
0.195,0.469,Rad54l, ,RAD54L,RAD54 like,Nucleus,enzyme, 
0.094,0.776,Rad54l2, ,RAD54L2,RAD54 like 2,Nucleus,transcription regulator, 
-0.157,0.865,Rad9b, ,RAD9B,RAD9 checkpoint clamp component B,Nucleus,other, 
-1.566, ,Radil, ,RADIL,Rap associating with DIL domain,Cytoplasm,other, 
0.015,0.983,Rae1, ,RAE1,ribonucleic acid export 1,Nucleus,other, 
-1.131,0.254,Raet1c, ,Raet1c,retinoic acid early transcript gamma,Plasma Membrane,other, 
1.113, ,Raet1d, ,Raet1d/Raet1e,retinoic acid early transcript 1E,Plasma Membrane,other, 
-0.074,0.762,Raf1, ,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",Cytoplasm,kinase,"CHIR-265, c-raf antisense oligonucleotide liposome, ISIS 5132, vemurafenib, dabrafenib, regorafenib, bortezomib/sorafenib, dexamethasone/lenalidomide/sorafenib, bevacizumab/sorafenib, dabrafenib/trametinib, cytarabine/idarubicin/sorafenib, 5-azacytidine/sorafenib, decitabine/sorafenib, MLN2480, cobimetinib/vemurafenib, everolimus/sorafenib, dabrafenib/panitumumab, HM95573, dabrafenib/trametinib/vemurafenib, dabrafenib/panitumumab/trametinib, sorafenib, sorafenib/sulindac/sunitinib, cetuximab/vemurafenib"
-1.758, ,Rag1, ,RAG1,recombination activating 1,Nucleus,enzyme, 
0.817, ,Rag2, ,RAG2,recombination activating 2,Nucleus,enzyme, 
-0.099,0.925,Rai1, ,RAI1,retinoic acid induced 1,Cytoplasm,other, 
-0.027,0.982,Rai14, ,RAI14,retinoic acid induced 14,Nucleus,transcription regulator, 
0.248,0.914,Rai2, ,RAI2,retinoic acid induced 2,Other,other, 
0.007,0.992,Rala, ,RALA,RAS like proto-oncogene A,Cytoplasm,enzyme, 
0.079,0.906,Ralb, ,RALB,RAS like proto-oncogene B,Cytoplasm,enzyme, 
0.023,0.971,Ralbp1, ,RALBP1,ralA binding protein 1,Cytoplasm,enzyme, 
-0.029,0.967,Ralgapa1, ,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1,Cytoplasm,other, 
-0.013,0.983,Ralgapa2, ,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2,Cytoplasm,other, 
-0.019,0.968,Ralgapb, ,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit,Other,other, 
0.074,0.892,Ralgds, ,RALGDS,ral guanine nucleotide dissociation stimulator,Cytoplasm,other, 
0.238,0.692,Ralgps1, ,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,Cytoplasm,other, 
0.032,0.952,Ralgps2, ,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,Other,other, 
0.085,0.868,Raly, ,RALY,RALY heterogeneous nuclear ribonucleoprotein,Nucleus,transcription regulator, 
 , ,Ralyl, ,RALYL,RALY RNA binding protein like,Nucleus,other, 
-0.23,0.501,Ramp1, ,RAMP1,receptor activity modifying protein 1,Plasma Membrane,transporter,pramlintide
0.088,0.99,Ramp2, ,RAMP2,receptor activity modifying protein 2,Plasma Membrane,transporter,pramlintide
-0.811,0.881,Ramp3, ,RAMP3,receptor activity modifying protein 3,Plasma Membrane,transporter,pramlintide
0.188,0.376,Ran, ,RAN,"RAN, member RAS oncogene family",Nucleus,enzyme, 
0.114,0.81,Ranbp1, ,RANBP1,RAN binding protein 1,Nucleus,other, 
-0.004,0.996,Ranbp10, ,RANBP10,RAN binding protein 10,Cytoplasm,other, 
-0.952, ,Ranbp17, ,RANBP17,RAN binding protein 17,Nucleus,transporter, 
0.01,0.987,Ranbp3, ,RANBP3,RAN binding protein 3,Nucleus,other, 
-0.819,0.582,Ranbp3l, ,RANBP3L,RAN binding protein 3 like,Other,other, 
-0.21,0.44,Ranbp6, ,RANBP6,RAN binding protein 6,Cytoplasm,other, 
-0.097,0.842,Ranbp9, ,RANBP9,RAN binding protein 9,Nucleus,other, 
0.197,0.499,Rangap1, ,RANGAP1,Ran GTPase activating protein 1,Nucleus,other, 
0.196,0.97,Rangrf, ,RANGRF,RAN guanine nucleotide release factor,Nucleus,transporter, 
0.023,0.979,Rap1a, ,RAP1A,"RAP1A, member of RAS oncogene family",Cytoplasm,enzyme, 
0.146,0.619,Rap1b, ,RAP1B,"RAP1B, member of RAS oncogene family",Cytoplasm,enzyme, 
-0.164,0.781,Rap1gap, ,RAP1GAP,RAP1 GTPase activating protein,Cytoplasm,other, 
-0.033,0.952,Rap1gap2, ,RAP1GAP2,RAP1 GTPase activating protein 2,Cytoplasm,other, 
0.087,0.843,Rap1gds1, ,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,Cytoplasm,other, 
0.169,0.65,Rap2a, ,RAP2A,"RAP2A, member of RAS oncogene family",Plasma Membrane,enzyme, 
0.13,0.936,Rap2b, ,RAP2B,"RAP2B, member of RAS oncogene family",Plasma Membrane,enzyme, 
-0.056,0.922,Rap2c, ,RAP2C,"RAP2C, member of RAS oncogene family",Cytoplasm,enzyme, 
0.173,0.347,Rapgef1, ,RAPGEF1,Rap guanine nucleotide exchange factor 1,Cytoplasm,other, 
-0.046,0.952,Rapgef2, ,RAPGEF2,Rap guanine nucleotide exchange factor 2,Cytoplasm,other, 
-0.212,0.935,Rapgef3, ,RAPGEF3,Rap guanine nucleotide exchange factor 3,Nucleus,other, 
0.044,0.981,Rapgef4, ,RAPGEF4,Rap guanine nucleotide exchange factor 4,Cytoplasm,other, 
-0.006,0.992,Rapgef5, ,RAPGEF5,Rap guanine nucleotide exchange factor 5,Nucleus,other, 
0.034,0.958,Rapgef6, ,RAPGEF6,Rap guanine nucleotide exchange factor 6,Plasma Membrane,other, 
-0.035,0.97,Rapgefl1, ,RAPGEFL1,Rap guanine nucleotide exchange factor like 1,Other,other, 
-0.141,0.714,Raph1, ,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,Plasma Membrane,other, 
-1.132,0.856,Rapsn, ,RAPSN,receptor associated protein of the synapse,Plasma Membrane,other, 
0.061,0.953,Rara, ,RARA,retinoic acid receptor alpha,Nucleus,ligand-dependent nuclear receptor,"etretinate, daunorubicin/tretinoin, idarubicin/tretinoin, doxorubicin/tretinoin, NRX-195183, adapalene, arsenic trioxide, isotretinoin, AGN 190299, tazarotene, acitretin, tretinoin, tamibarotene, alitretinoin"
-0.173,0.86,Rarb, ,RARB,retinoic acid receptor beta,Nucleus,ligand-dependent nuclear receptor,"etretinate, daunorubicin/tretinoin, idarubicin/tretinoin, doxorubicin/tretinoin, adapalene, isotretinoin, AGN 190299, tazarotene, acitretin, tretinoin, tamibarotene, alitretinoin, fenretinide"
-0.571,0.601,Rarg, ,RARG,retinoic acid receptor gamma,Nucleus,ligand-dependent nuclear receptor,"etretinate, cytarabine/daunorubicin/tretinoin, idarubicin/mitoxantrone/tretinoin, arsenic trioxide/tretinoin, arsenic trioxide/daunorubicin/tretinoin, arsenic trioxide/gemtuzumab ozogamicin/tretinoin, daunorubicin/tretinoin, idarubicin/tretinoin, doxorubicin/tretinoin, arsenic trioxide/idarubicin/tretinoin, 6-mercaptopurine/methotrexate/tretinoin, adapalene, isotretinoin, AGN 190299, tazarotene, acitretin, tretinoin, alitretinoin, fenretinide"
-0.929,0.563,Rarres1, ,RARRES1,retinoic acid receptor responder 1,Plasma Membrane,other, 
0.34,0.948,Rarres2, ,RARRES2,retinoic acid receptor responder 2,Plasma Membrane,transmembrane receptor, 
0.238,0.163,Rars, ,RARS,arginyl-tRNA synthetase,Cytoplasm,enzyme, 
-0.221,0.258,Rars2, ,RARS2,"arginyl-tRNA synthetase 2, mitochondrial",Cytoplasm,enzyme, 
-0.105,0.815,Rasa1, ,RASA1,RAS p21 protein activator 1,Cytoplasm,transporter, 
-0.031,0.961,Rasa2, ,RASA2,RAS p21 protein activator 2,Cytoplasm,other, 
0.397,0.000272,Rasa3, ,RASA3,RAS p21 protein activator 3,Plasma Membrane,ion channel, 
-0.025,0.985,Rasa4, ,RASA4,RAS p21 protein activator 4,Cytoplasm,other, 
0.086,0.982,Rasal1, ,RASAL1,RAS protein activator like 1,Cytoplasm,other, 
0.066,0.901,Rasal2, ,RASAL2,RAS protein activator like 2,Extracellular Space,other, 
1.245,0.00413,Rasal3, ,RASAL3,RAS protein activator like 3,Cytoplasm,other, 
-0.361,0.876,Rasd1, ,RASD1,ras related dexamethasone induced 1,Cytoplasm,enzyme, 
-0.523,0.114,Rasd2, ,RASD2,RASD family member 2,Cytoplasm,enzyme, 
-0.102,0.79,Rasef, ,RASEF,RAS and EF-hand domain containing,Cytoplasm,other, 
-0.958,0.697,Rasgef1a, ,RASGEF1A,RasGEF domain family member 1A,Cytoplasm,other, 
-0.079,0.96,Rasgef1b, ,RASGEF1B,RasGEF domain family member 1B,Other,other, 
0.545, ,Rasgef1c, ,RASGEF1C,RasGEF domain family member 1C,Other,other, 
2.451,0.186,Rasgrf1, ,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,Cytoplasm,other, 
-0.019,0.981,Rasgrf2, ,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2,Cytoplasm,other, 
1.156,0.0436,Rasgrp1, ,RASGRP1,RAS guanyl releasing protein 1,Cytoplasm,other, 
0.392,0.889,Rasgrp2, ,RASGRP2,RAS guanyl releasing protein 2,Cytoplasm,other, 
1.225,0.109,Rasgrp3, ,RASGRP3,RAS guanyl releasing protein 3,Cytoplasm,other, 
-0.627,0.556,Rasgrp4, ,RASGRP4,RAS guanyl releasing protein 4,Cytoplasm,other, 
1.854,0.473,Rasip1, ,RASIP1,Ras interacting protein 1,Cytoplasm,other, 
-0.131,0.967,Rasl10a, ,RASL10A,RAS like family 10 member A,Plasma Membrane,enzyme, 
-0.891, ,Rasl10b, ,RASL10B,RAS like family 10 member B,Other,enzyme, 
-0.009,0.997,Rasl11a, ,RASL11A,RAS like family 11 member A,Nucleus,other, 
0.637,0.563,Rasl11b, ,RASL11B,RAS like family 11 member B,Plasma Membrane,enzyme, 
-0.248,0.857,Rasl12, ,RASL12,RAS like family 12,Other,enzyme, 
0.073,0.915,Rassf1, ,RASSF1,Ras association domain family member 1,Nucleus,other, 
1.374,0.00000128,Rassf2, ,RASSF2,Ras association domain family member 2,Nucleus,kinase, 
0.057,0.929,Rassf3, ,RASSF3,Ras association domain family member 3,Other,other, 
0.599,0.00144,Rassf4, ,RASSF4,Ras association domain family member 4,Other,other, 
-0.093,0.935,Rassf5, ,RASSF5,Ras association domain family member 5,Plasma Membrane,other, 
